field_1,Estacion,mes,lat,long,Altura_(m),Numero,Temperatura_(C),Temperatura_maxima_(C),Temperatura_minima_(C),Humedad_relativa_(%),Velocidad_del_Viento_(km/h),Nubosidad_total_(octavos),Precipitacion_(mm),Frecuencia_dias_Precipitacion_>0.1_mm,CL
"556",AEROPARQUE,mayo,-32.235294117647058,-55.600000000000001,"6","87582",15.000000000000000,18.300000000000001,11.900000000000000,75.500000000000000,13.699999999999999,3.900000000000000,84.400000000000006,6.300000000000000,"2"
"557",AEROPARQUE,jun,-32.235294117647058,-55.600000000000001,"6","87582",12.000000000000000,15.100000000000000,9.100000000000000,77.500000000000000,13.400000000000000,4.300000000000000,48.700000000000003,6.300000000000000,"2"
"558",AEROPARQUE,jul,-32.235294117647058,-55.600000000000001,"6","87582",11.199999999999999,14.300000000000001,8.300000000000001,76.599999999999994,14.199999999999999,4.100000000000000,52.799999999999997,6.500000000000000,"2"
"559",AEROPARQUE,ago,-32.235294117647058,-55.600000000000001,"6","87582",12.699999999999999,16.300000000000001,9.600000000000000,74.799999999999997,15.300000000000001,3.900000000000000,56.299999999999997,6.100000000000000,"2"
"560",AEROPARQUE,sep,-32.235294117647058,-55.600000000000001,"6","87582",14.400000000000000,17.899999999999999,11.100000000000000,72.200000000000003,17.699999999999999,3.800000000000000,61.700000000000003,6.800000000000000,"2"
"561",AEROPARQUE,oct,-32.235294117647058,-55.600000000000001,"6","87582",17.699999999999999,21.199999999999999,14.100000000000000,70.500000000000000,17.699999999999999,3.700000000000000,110.400000000000006,9.400000000000000,"1"
"562",AEROPARQUE,nov,-32.235294117647058,-55.600000000000001,"6","87582",20.300000000000001,24.199999999999999,16.600000000000001,68.700000000000003,18.100000000000001,3.500000000000000,103.700000000000003,8.900000000000000,"1"
"563",AEROPARQUE,dic,-32.235294117647058,-55.600000000000001,"6","87582",22.899999999999999,27.000000000000000,19.100000000000001,66.599999999999994,17.399999999999999,3.300000000000000,105.200000000000003,8.199999999999999,"1"
"564",BUENOS AIRES,ene,-32.285714285714285,-55.931034482758619,"25","87585",24.899999999999999,30.100000000000001,20.100000000000001,64.700000000000003,10.000000000000000,3.300000000000000,138.699999999999989,9.000000000000000,"1"
"565",BUENOS AIRES,feb,-32.285714285714285,-55.931034482758619,"25","87585",23.600000000000001,28.699999999999999,19.199999999999999,69.700000000000003,9.500000000000000,3.300000000000000,127.200000000000003,8.000000000000000,"1"
"566",BUENOS AIRES,mar,-32.285714285714285,-55.931034482758619,"25","87585",21.899999999999999,26.800000000000001,17.699999999999999,72.599999999999994,8.800000000000001,3.300000000000000,140.099999999999994,8.800000000000001,"1"
"567",BUENOS AIRES,abril,-32.285714285714285,-55.931034482758619,"25","87585",17.899999999999999,22.899999999999999,13.800000000000001,76.299999999999997,7.700000000000000,3.500000000000000,118.900000000000006,9.100000000000000,"1"
"568",BUENOS AIRES,mayo,-32.285714285714285,-55.931034482758619,"25","87585",14.600000000000000,19.300000000000001,10.699999999999999,77.500000000000000,7.900000000000000,4.000000000000000,92.299999999999997,7.100000000000000,"2"
"569",BUENOS AIRES,jun,-32.285714285714285,-55.931034482758619,"25","87585",11.600000000000000,16.000000000000000,8.100000000000000,78.700000000000003,8.199999999999999,4.400000000000000,58.700000000000003,7.100000000000000,"2"
"570",BUENOS AIRES,jul,-32.285714285714285,-55.931034482758619,"25","87585",11.000000000000000,15.300000000000001,7.400000000000000,77.400000000000006,8.600000000000000,4.100000000000000,60.500000000000000,7.200000000000000,"2"
"571",BUENOS AIRES,ago,-32.285714285714285,-55.931034482758619,"25","87585",12.800000000000001,17.699999999999999,8.800000000000001,73.200000000000003,9.199999999999999,4.000000000000000,64.400000000000006,6.800000000000000,"2"
"572",BUENOS AIRES,sep,-32.285714285714285,-55.931034482758619,"25","87585",14.600000000000000,19.300000000000001,10.300000000000001,70.099999999999994,10.199999999999999,3.900000000000000,72.200000000000003,7.400000000000000,"2"
"573",BUENOS AIRES,oct,-32.285714285714285,-55.931034482758619,"25","87585",17.899999999999999,22.699999999999999,13.300000000000001,69.099999999999994,10.100000000000000,3.800000000000000,127.200000000000003,10.199999999999999,"1"
"574",BUENOS AIRES,nov,-32.285714285714285,-55.931034482758619,"25","87585",20.600000000000001,25.600000000000001,15.900000000000000,66.700000000000003,10.199999999999999,3.700000000000000,117.500000000000000,9.800000000000001,"1"
"575",BUENOS AIRES,dic,-32.285714285714285,-55.931034482758619,"25","87585",23.300000000000001,28.500000000000000,18.399999999999999,63.600000000000001,10.199999999999999,3.400000000000000,118.900000000000006,9.199999999999999,"1"
"576",LA PLATA,ene,-32.965517241379310,-55.888888888888886,"23","87593",22.800000000000001,28.899999999999999,17.500000000000000,73.599999999999994,13.600000000000000,3.200000000000000,108.799999999999997,8.100000000000000,"1"
"577",LA PLATA,feb,-32.965517241379310,-55.888888888888886,"23","87593",21.800000000000001,27.600000000000001,16.899999999999999,78.099999999999994,13.500000000000000,3.200000000000000,114.299999999999997,7.200000000000000,"1"
"578",LA PLATA,mar,-32.965517241379310,-55.888888888888886,"23","87593",20.000000000000000,25.699999999999999,15.400000000000000,80.599999999999994,12.300000000000001,3.200000000000000,124.500000000000000,8.000000000000000,"1"
"579",LA PLATA,abril,-32.965517241379310,-55.888888888888886,"23","87593",16.199999999999999,21.800000000000001,11.600000000000000,81.900000000000006,10.500000000000000,3.400000000000000,86.799999999999997,7.400000000000000,"1"
"580",LA PLATA,mayo,-32.965517241379310,-55.888888888888886,"23","87593",12.699999999999999,18.000000000000000,8.400000000000000,83.200000000000003,10.600000000000000,3.800000000000000,79.299999999999997,6.000000000000000,"2"
"581",LA PLATA,jun,-32.965517241379310,-55.888888888888886,"23","87593",9.900000000000000,14.699999999999999,5.900000000000000,84.200000000000003,10.600000000000000,4.200000000000000,52.600000000000001,6.200000000000000,"2"
"582",LA PLATA,jul,-32.965517241379310,-55.888888888888886,"23","87593",8.900000000000000,14.000000000000000,5.100000000000000,83.299999999999997,11.300000000000001,4.100000000000000,61.399999999999999,6.300000000000000,"2"
"583",LA PLATA,ago,-32.965517241379310,-55.888888888888886,"23","87593",10.699999999999999,16.300000000000001,6.300000000000000,81.099999999999994,12.600000000000000,3.900000000000000,61.299999999999997,6.400000000000000,"2"
"584",LA PLATA,sep,-32.965517241379310,-55.888888888888886,"23","87593",12.500000000000000,17.800000000000001,7.700000000000000,79.200000000000003,14.400000000000000,3.800000000000000,69.799999999999997,6.900000000000000,"2"
"585",LA PLATA,oct,-32.965517241379310,-55.888888888888886,"23","87593",15.699999999999999,21.100000000000001,10.699999999999999,79.099999999999994,13.800000000000001,3.800000000000000,110.599999999999994,8.800000000000001,"1"
"586",LA PLATA,nov,-32.965517241379310,-55.888888888888886,"23","87593",18.399999999999999,24.100000000000001,13.400000000000000,76.400000000000006,13.900000000000000,3.500000000000000,103.900000000000006,8.400000000000000,"1"
"587",LA PLATA,dic,-32.965517241379310,-55.888888888888886,"23","87593",21.100000000000001,27.300000000000001,15.800000000000001,72.900000000000006,14.199999999999999,3.300000000000000,95.200000000000003,7.600000000000000,"1"
"588",PUNTA INDIO,ene,-32.272727272727273,-53.470588235294116,"22","87596",22.800000000000001,28.000000000000000,18.300000000000001,76.700000000000003,18.800000000000001,3.700000000000000,84.099999999999994,6.200000000000000,"1"
"589",PUNTA INDIO,feb,-32.272727272727273,-53.470588235294116,"22","87596",22.000000000000000,26.800000000000001,17.600000000000001,79.700000000000003,17.899999999999999,3.600000000000000,112.599999999999994,7.300000000000000,"1"
"590",PUNTA INDIO,mar,-32.272727272727273,-53.470588235294116,"22","87596",20.399999999999999,25.199999999999999,16.199999999999999,81.500000000000000,16.199999999999999,3.500000000000000,109.200000000000003,7.400000000000000,"1"
"591",PUNTA INDIO,abril,-32.272727272727273,-53.470588235294116,"22","87596",16.500000000000000,21.399999999999999,12.300000000000001,83.700000000000003,14.000000000000000,3.600000000000000,95.200000000000003,7.300000000000000,"1"
"592",PUNTA INDIO,mayo,-32.272727272727273,-53.470588235294116,"22","87596",12.900000000000000,17.899999999999999,9.000000000000000,85.200000000000003,14.300000000000001,4.100000000000000,68.500000000000000,6.000000000000000,"2"
"593",PUNTA INDIO,jun,-32.272727272727273,-53.470588235294116,"22","87596",10.000000000000000,14.600000000000000,6.200000000000000,86.200000000000003,13.800000000000001,4.400000000000000,64.700000000000003,5.300000000000000,"2"
"594",PUNTA INDIO,jul,-32.272727272727273,-53.470588235294116,"22","87596",9.000000000000000,13.800000000000001,5.400000000000000,86.000000000000000,14.400000000000000,4.300000000000000,64.700000000000003,6.400000000000000,"2"
"595",PUNTA INDIO,ago,-32.272727272727273,-53.470588235294116,"22","87596",10.699999999999999,15.699999999999999,6.700000000000000,84.400000000000006,16.300000000000001,4.200000000000000,71.099999999999994,6.500000000000000,"2"
"596",PUNTA INDIO,sep,-32.272727272727273,-53.470588235294116,"22","87596",12.500000000000000,17.199999999999999,8.199999999999999,82.099999999999994,18.500000000000000,4.100000000000000,73.299999999999997,6.300000000000000,"2"
"597",PUNTA INDIO,oct,-32.272727272727273,-53.470588235294116,"22","87596",15.699999999999999,20.600000000000001,11.300000000000001,80.900000000000006,18.100000000000001,4.100000000000000,100.200000000000003,8.400000000000000,"2"
"598",PUNTA INDIO,nov,-32.272727272727273,-53.470588235294116,"22","87596",18.500000000000000,23.300000000000001,14.000000000000000,78.900000000000006,18.300000000000001,4.000000000000000,107.900000000000006,7.400000000000000,"1"
"599",PUNTA INDIO,dic,-32.272727272727273,-53.470588235294116,"22","87596",21.199999999999999,26.300000000000001,16.699999999999999,76.099999999999994,19.199999999999999,3.800000000000000,78.700000000000003,6.600000000000000,"1"
"600",SANTA ROSA,ene,-34.235294117647058,-60.250000000000000,"191","87623",23.600000000000001,31.000000000000000,16.399999999999999,58.600000000000001,,3.400000000000000,94.599999999999994,9.100000000000000,"1"
"601",SANTA ROSA,ene,-29.391304347826086,-59.545454545454547,"620","87444",23.600000000000001,31.000000000000000,16.399999999999999,58.600000000000001,,3.400000000000000,94.599999999999994,9.100000000000000,"1"
"602",SANTA ROSA,feb,-34.235294117647058,-60.250000000000000,"191","87623",22.100000000000001,29.800000000000001,15.100000000000000,62.600000000000001,,3.100000000000000,81.000000000000000,6.800000000000000,"1"
"603",SANTA ROSA,feb,-29.391304347826086,-59.545454545454547,"620","87444",22.100000000000001,29.800000000000001,15.100000000000000,62.600000000000001,,3.100000000000000,81.000000000000000,6.800000000000000,"1"
"604",SANTA ROSA,mar,-34.235294117647058,-60.250000000000000,"191","87623",19.500000000000000,26.899999999999999,13.400000000000000,69.599999999999994,,3.400000000000000,102.299999999999997,8.000000000000000,"1"
"605",SANTA ROSA,mar,-29.391304347826086,-59.545454545454547,"620","87444",19.500000000000000,26.899999999999999,13.400000000000000,69.599999999999994,,3.400000000000000,102.299999999999997,8.000000000000000,"1"
"606",SANTA ROSA,abril,-34.235294117647058,-60.250000000000000,"191","87623",14.900000000000000,22.399999999999999,9.199999999999999,72.099999999999994,,3.600000000000000,58.000000000000000,6.000000000000000,"2"
"607",SANTA ROSA,abril,-29.391304347826086,-59.545454545454547,"620","87444",14.900000000000000,22.399999999999999,9.199999999999999,72.099999999999994,,3.600000000000000,58.000000000000000,6.000000000000000,"3"
"608",SANTA ROSA,mayo,-34.235294117647058,-60.250000000000000,"191","87623",11.000000000000000,18.000000000000000,5.700000000000000,75.400000000000006,,4.200000000000000,32.899999999999999,5.100000000000000,"2"
"609",SANTA ROSA,mayo,-29.391304347826086,-59.545454545454547,"620","87444",11.000000000000000,18.000000000000000,5.700000000000000,75.400000000000006,,4.200000000000000,32.899999999999999,5.100000000000000,"2"
"610",SANTA ROSA,jun,-34.235294117647058,-60.250000000000000,"191","87623",7.900000000000000,14.699999999999999,3.000000000000000,75.900000000000006,,4.600000000000000,15.500000000000000,4.300000000000000,"2"
"611",SANTA ROSA,jun,-29.391304347826086,-59.545454545454547,"620","87444",7.900000000000000,14.699999999999999,3.000000000000000,75.900000000000006,,4.600000000000000,15.500000000000000,4.300000000000000,"2"
"612",SANTA ROSA,jul,-34.235294117647058,-60.250000000000000,"191","87623",7.200000000000000,14.199999999999999,2.000000000000000,72.700000000000003,,4.300000000000000,21.500000000000000,4.300000000000000,"2"
"613",SANTA ROSA,jul,-29.391304347826086,-59.545454545454547,"620","87444",7.200000000000000,14.199999999999999,2.000000000000000,72.700000000000003,,4.300000000000000,21.500000000000000,4.300000000000000,"2"
"614",SANTA ROSA,ago,-34.235294117647058,-60.250000000000000,"191","87623",9.500000000000000,17.199999999999999,3.400000000000000,64.799999999999997,,4.000000000000000,28.100000000000001,3.700000000000000,"2"
"615",SANTA ROSA,ago,-29.391304347826086,-59.545454545454547,"620","87444",9.500000000000000,17.199999999999999,3.400000000000000,64.799999999999997,,4.000000000000000,28.100000000000001,3.700000000000000,"3"
"616",SANTA ROSA,sep,-34.235294117647058,-60.250000000000000,"191","87623",12.100000000000000,19.699999999999999,5.700000000000000,63.000000000000000,,4.000000000000000,50.899999999999999,5.700000000000000,"2"
"617",SANTA ROSA,sep,-29.391304347826086,-59.545454545454547,"620","87444",12.100000000000000,19.699999999999999,5.700000000000000,63.000000000000000,,4.000000000000000,50.899999999999999,5.700000000000000,"3"
"618",SANTA ROSA,oct,-34.235294117647058,-60.250000000000000,"191","87623",15.900000000000000,23.100000000000001,9.199999999999999,62.100000000000001,,3.900000000000000,74.700000000000003,8.500000000000000,"1"
"619",SANTA ROSA,oct,-29.391304347826086,-59.545454545454547,"620","87444",15.900000000000000,23.100000000000001,9.199999999999999,62.100000000000001,,3.900000000000000,74.700000000000003,8.500000000000000,"1"
"620",SANTA ROSA,nov,-34.235294117647058,-60.250000000000000,"191","87623",19.399999999999999,26.699999999999999,12.199999999999999,57.600000000000001,,3.600000000000000,81.700000000000003,7.800000000000000,"1"
"621",SANTA ROSA,nov,-29.391304347826086,-59.545454545454547,"620","87444",19.399999999999999,26.699999999999999,12.199999999999999,57.600000000000001,,3.600000000000000,81.700000000000003,7.800000000000000,"1"
"622",SANTA ROSA,dic,-34.235294117647058,-60.250000000000000,"191","87623",22.500000000000000,29.800000000000001,15.100000000000000,55.399999999999999,,3.400000000000000,104.299999999999997,8.400000000000000,"1"
"623",SANTA ROSA,dic,-29.391304347826086,-59.545454545454547,"620","87444",22.500000000000000,29.800000000000001,15.100000000000000,55.399999999999999,,3.400000000000000,104.299999999999997,8.400000000000000,"1"
"624",CORONEL SUAREZ,ene,-34.692307692307693,-59.867924528301884,"233","87637",21.000000000000000,28.699999999999999,13.800000000000001,64.700000000000003,,3.900000000000000,112.299999999999997,9.199999999999999,"1"
"625",CORONEL SUAREZ,feb,-34.692307692307693,-59.867924528301884,"233","87637",19.800000000000001,27.399999999999999,12.699999999999999,69.400000000000006,,3.500000000000000,80.400000000000006,6.600000000000000,"1"
